ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1443361_at	1.00	8.46e-01	-1.99e-01	-7.0753898	-6.75e-02		
1459943_at	1.00	8.46e-01	-1.99e-01	-7.0753915	-6.68e-02	A030012G06Rik	RIKEN cDNA A030012G06 gene
1425102_a_at	1.00	8.46e-01	1.99e-01	-7.075393	2.42e-01	Ace2	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2
1433622_at	1.00	8.46e-01	-1.99e-01	-7.0753943	-3.61e-02	Gm6330///Gemin4///Glod4	predicted gene 6330///gem (nuclear organelle) associated protein 4///glyoxalase domain containing 4
1457630_at	1.00	8.46e-01	1.99e-01	-7.0753947	7.17e-02		
1434730_at	1.00	8.46e-01	-1.99e-01	-7.0754071	-7.13e-02	Mir9-3hg	Mir9-3 host gene
1431416_a_at	1.00	8.46e-01	-1.99e-01	-7.07541	-1.49e-01	Jam2	junction adhesion molecule 2
1457675_at	1.00	8.46e-01	1.99e-01	-7.0754129	1.97e-02	2510002D24Rik	RIKEN cDNA 2510002D24 gene
1417403_at	1.00	8.46e-01	-1.99e-01	-7.0754199	-3.86e-02	Elovl6	ELOVL family member 6, elongation of long chain fatty acids (yeast)
1450817_at	1.00	8.46e-01	1.98e-01	-7.0754367	7.31e-02	Capn15	calpain 15
1435212_at	1.00	8.46e-01	-1.98e-01	-7.0754689	-1.57e-01	P2rx2	purinergic receptor P2X, ligand-gated ion channel, 2
1454439_at	1.00	8.46e-01	1.98e-01	-7.0754849	1.42e-01	4833419G08Rik	RIKEN cDNA 4833419G08 gene
1423406_at	1.00	8.46e-01	1.98e-01	-7.0754991	9.31e-02	Sv2a	synaptic vesicle glycoprotein 2 a
1421507_at	1.00	8.46e-01	-1.98e-01	-7.0755017	-2.54e-01	Olfr78	olfactory receptor 78
1450190_at	1.00	8.46e-01	1.98e-01	-7.0755083	4.66e-02	Zfp106	zinc finger protein 106
1434852_at	1.00	8.47e-01	1.98e-01	-7.0755165	1.42e-01	Pla2g2f	phospholipase A2, group IIF
1442126_at	1.00	8.47e-01	1.98e-01	-7.0755273	4.16e-02		
1418200_at	1.00	8.47e-01	-1.98e-01	-7.0755356	-2.94e-02	Zbtb48	zinc finger and BTB domain containing 48
1435946_at	1.00	8.47e-01	-1.98e-01	-7.075539	-3.10e-02	Sepsecs	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
1449261_at	1.00	8.47e-01	1.98e-01	-7.075544	1.52e-02	Pbx2	pre B cell leukemia homeobox 2
1440655_at	1.00	8.47e-01	1.98e-01	-7.075545	1.94e-01	Sgip1	SH3-domain GRB2-like (endophilin) interacting protein 1
1423147_at	1.00	8.47e-01	1.98e-01	-7.0755474	1.38e-01	Mat1a	methionine adenosyltransferase I, alpha
1421829_at	1.00	8.47e-01	1.98e-01	-7.075551	1.36e-01	Ak4	adenylate kinase 4
1451899_a_at	1.00	8.47e-01	-1.98e-01	-7.0755698	-2.19e-02	Gtf2ird1	general transcription factor II I repeat domain-containing 1
1437700_at	1.00	8.47e-01	1.98e-01	-7.0755861	6.81e-02	Gm21949///Schip1	predicted gene, 21949///schwannomin interacting protein 1
1431847_at	1.00	8.47e-01	-1.98e-01	-7.0755935	-1.02e-01	5330439K02Rik	RIKEN cDNA 5330439K02 gene
1442739_at	1.00	8.47e-01	1.98e-01	-7.0755939	2.69e-02	Zfp119b	zinc finger protein 119b
1426377_at	1.00	8.47e-01	-1.98e-01	-7.0756062	-2.14e-02	Zfp281	zinc finger protein 281
1431845_at	1.00	8.47e-01	-1.98e-01	-7.0756063	-5.17e-02	Gm4640	predicted gene 4640
AFFX-r2-Ec-bioB-5_at	1.00	8.47e-01	1.97e-01	-7.0756453	1.38e-02		
1458790_at	1.00	8.47e-01	-1.97e-01	-7.0756701	-8.07e-02		
1447684_at	1.00	8.47e-01	1.97e-01	-7.0756878	1.71e-01	Lzic	leucine zipper and CTNNBIP1 domain containing
1447522_s_at	1.00	8.47e-01	-1.97e-01	-7.0756947	-3.33e-02	Tnks2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2
1423062_at	1.00	8.47e-01	1.97e-01	-7.0757001	1.57e-01	Igfbp3	insulin-like growth factor binding protein 3
1423273_at	1.00	8.47e-01	-1.97e-01	-7.0757253	-2.01e-02	Polg	polymerase (DNA directed), gamma
1423057_at	1.00	8.47e-01	1.97e-01	-7.0757303	1.01e-02	Capza2	capping protein (actin filament) muscle Z-line, alpha 2
1426829_at	1.00	8.47e-01	-1.97e-01	-7.0757317	-1.05e-02	Uimc1	ubiquitin interaction motif containing 1
1427279_at	1.00	8.47e-01	-1.97e-01	-7.0757356	-8.73e-02	Clip4	CAP-GLY domain containing linker protein family, member 4
1425950_at	1.00	8.47e-01	-1.97e-01	-7.0757455	-5.94e-02	Slc17a9	solute carrier family 17, member 9
1429912_at	1.00	8.47e-01	-1.97e-01	-7.0757544	-1.15e-01	Sun5	Sad1 and UNC84 domain containing 5
1433550_at	1.00	8.47e-01	1.97e-01	-7.0757547	9.92e-03	Chfr	checkpoint with forkhead and ring finger domains
1448941_at	1.00	8.48e-01	-1.97e-01	-7.0758085	-1.17e-01	B4galt2	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2
1428620_at	1.00	8.48e-01	1.97e-01	-7.0758105	1.31e-02	Ensa	endosulfine alpha
1416734_at	1.00	8.48e-01	-1.97e-01	-7.075844	-2.30e-02	Mkln1	muskelin 1, intracellular mediator containing kelch motifs
1435219_x_at	1.00	8.48e-01	-1.97e-01	-7.0758465	-2.00e-01	Becn1	beclin 1, autophagy related
1426136_x_at	1.00	8.48e-01	1.96e-01	-7.0758635	1.65e-01	Klra21	killer cell lectin-like receptor subfamily A, member 21
1460245_at	1.00	8.48e-01	1.96e-01	-7.0758748	5.88e-02	Klrd1	killer cell lectin-like receptor, subfamily D, member 1
1441926_x_at	1.00	8.48e-01	-1.96e-01	-7.075889	-1.30e-01	Tmie	transmembrane inner ear
1441974_at	1.00	8.48e-01	1.96e-01	-7.0758967	5.43e-02	Camk4	calcium/calmodulin-dependent protein kinase IV
1420089_at	1.00	8.48e-01	1.96e-01	-7.0758994	1.88e-02	Nfkbia	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha
1444055_at	1.00	8.48e-01	-1.96e-01	-7.0759022	-5.31e-02		
1455916_at	1.00	8.48e-01	1.96e-01	-7.0759191	1.93e-02	Prmt9	protein arginine methyltransferase 9
1453516_at	1.00	8.48e-01	1.96e-01	-7.0759349	1.39e-01	4931431F19Rik	RIKEN cDNA 4931431F19 gene
1448982_at	1.00	8.48e-01	1.96e-01	-7.0759461	7.51e-02	Klk6	kallikrein related-peptidase 6
1446917_at	1.00	8.48e-01	1.96e-01	-7.0759486	1.81e-01		
1451193_x_at	1.00	8.48e-01	-1.96e-01	-7.0759617	-2.28e-02	Ttc4	tetratricopeptide repeat domain 4
1420647_a_at	1.00	8.48e-01	-1.96e-01	-7.0759914	-1.02e-01	Krt8	keratin 8
1439803_at	1.00	8.48e-01	1.96e-01	-7.0760214	1.39e-01	Zfp865	zinc finger protein 865
1424140_at	1.00	8.48e-01	1.96e-01	-7.076027	3.83e-02	Gale	galactose-4-epimerase, UDP
1451824_at	1.00	8.48e-01	-1.96e-01	-7.0760295	-1.75e-01	Btn1a1	butyrophilin, subfamily 1, member A1
1442832_at	1.00	8.48e-01	1.96e-01	-7.0760423	1.97e-02	Ankrd52	ankyrin repeat domain 52
1451983_at	1.00	8.48e-01	-1.96e-01	-7.0760652	-1.15e-01	Irx1	Iroquois related homeobox 1 (Drosophila)
1416637_at	1.00	8.49e-01	-1.95e-01	-7.0760747	-1.86e-02	Slc4a2	solute carrier family 4 (anion exchanger), member 2
1423365_at	1.00	8.49e-01	-1.95e-01	-7.0760754	-6.67e-02	Cacna1g	calcium channel, voltage-dependent, T type, alpha 1G subunit
1431509_at	1.00	8.49e-01	-1.95e-01	-7.0760767	-1.26e-01	4933404G15Rik	RIKEN cDNA 4933404G15 gene
1457434_s_at	1.00	8.49e-01	1.95e-01	-7.0760915	1.44e-02	Hacd1	3-hydroxyacyl-CoA dehydratase 1
1417621_at	1.00	8.49e-01	-1.95e-01	-7.0761097	-1.78e-02	Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1
1435295_at	1.00	8.49e-01	-1.95e-01	-7.0761218	-1.94e-02	Dopey1	dopey family member 1
1429315_at	1.00	8.49e-01	1.95e-01	-7.0761382	2.17e-02	Syt11	synaptotagmin XI
1446925_at	1.00	8.49e-01	1.95e-01	-7.0761432	1.20e-01	Btrc	beta-transducin repeat containing protein
1421927_at	1.00	8.49e-01	-1.95e-01	-7.0761437	-1.28e-01	Tbl2	transducin (beta)-like 2
1435769_at	1.00	8.49e-01	1.95e-01	-7.0761588	1.58e-02	Akap9	A kinase (PRKA) anchor protein (yotiao) 9
1418773_at	1.00	8.49e-01	-1.95e-01	-7.0762057	-5.02e-02	Fads3	fatty acid desaturase 3
1439476_at	1.00	8.49e-01	1.95e-01	-7.076219	1.48e-01	Dsg2	desmoglein 2
1429348_at	1.00	8.49e-01	-1.95e-01	-7.0762223	-1.51e-01	Sema3c	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C
1418894_s_at	1.00	8.49e-01	-1.95e-01	-7.0762275	-1.28e-02	Pbx2	pre B cell leukemia homeobox 2
1448301_s_at	1.00	8.49e-01	-1.95e-01	-7.0762281	-1.09e-02	Serpinb1a	serine (or cysteine) peptidase inhibitor, clade B, member 1a
1442838_at	1.00	8.49e-01	1.95e-01	-7.0762404	1.18e-01	Gm11691	predicted gene 11691
1446723_at	1.00	8.49e-01	-1.95e-01	-7.076241	-3.90e-02		
1442792_x_at	1.00	8.49e-01	1.95e-01	-7.0762516	1.05e-01	Slc35f6	solute carrier family 35, member F6
1441832_at	1.00	8.49e-01	1.95e-01	-7.0762621	2.46e-01	Hdac10	histone deacetylase 10
1444001_at	1.00	8.49e-01	1.95e-01	-7.0762627	4.70e-02	Strbp	spermatid perinuclear RNA binding protein
1448459_at	1.00	8.49e-01	-1.95e-01	-7.0762659	-1.23e-01	Kcnip1	Kv channel-interacting protein 1
1417907_at	1.00	8.49e-01	1.95e-01	-7.0762674	1.19e-02	Gm10015///Gm10705///Gm10145///Gm5858///Ube2l3	ubiquitin-conjugating enzyme E2 L3-like///predicted gene 10705///predicted gene 10145///predicted gene 5858///ubiquitin-conjugating enzyme E2L 3
1443491_at	1.00	8.49e-01	1.95e-01	-7.0762704	1.23e-01		
1459343_at	1.00	8.49e-01	1.95e-01	-7.0762746	4.07e-02	Heatr6	HEAT repeat containing 6
1445022_at	1.00	8.49e-01	-1.94e-01	-7.0762781	-8.48e-02		
1458893_at	1.00	8.49e-01	-1.94e-01	-7.0762958	-1.38e-01		
1448662_at	1.00	8.49e-01	-1.94e-01	-7.0763136	-7.02e-02	Fzd6	frizzled class receptor 6
1448956_at	1.00	8.49e-01	1.94e-01	-7.0763272	1.30e-01	Stard10	START domain containing 10
1455017_a_at	1.00	8.49e-01	1.94e-01	-7.0763289	3.66e-02	Zmym3	zinc finger, MYM-type 3
1444602_at	1.00	8.49e-01	1.94e-01	-7.0763352	1.68e-01	Ophn1	oligophrenin 1
1457142_at	1.00	8.49e-01	1.94e-01	-7.0763389	1.66e-01	Necab1	N-terminal EF-hand calcium binding protein 1
1434811_at	1.00	8.50e-01	1.94e-01	-7.0763473	6.09e-02	Cage1	cancer antigen 1
1431529_at	1.00	8.50e-01	-1.94e-01	-7.0763502	-1.80e-01	A930002H02Rik	RIKEN cDNA A930002H02 gene
1417460_at	1.00	8.50e-01	-1.94e-01	-7.0763749	-1.12e-02	Ifitm2	interferon induced transmembrane protein 2
1425847_a_at	1.00	8.50e-01	-1.94e-01	-7.0763873	-3.56e-02	Zak	sterile alpha motif and leucine zipper containing kinase AZK
1416282_at	1.00	8.50e-01	1.94e-01	-7.0764037	1.69e-02	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3
1440491_at	1.00	8.50e-01	-1.94e-01	-7.0764209	-1.13e-01	Slc1a3	solute carrier family 1 (glial high affinity glutamate transporter), member 3
1430542_a_at	1.00	8.50e-01	1.94e-01	-7.0764453	1.27e-02	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5
1460028_at	1.00	8.50e-01	-1.94e-01	-7.0764794	-6.59e-02	Grip2	glutamate receptor interacting protein 2
1418593_at	1.00	8.50e-01	-1.93e-01	-7.0765091	-3.44e-02	Taf6	TATA-box binding protein associated factor 6
1444896_at	1.00	8.50e-01	-1.93e-01	-7.0765254	-6.72e-02		
1441550_at	1.00	8.50e-01	-1.93e-01	-7.0765263	-1.94e-01	9330184L24Rik	RIKEN cDNA 9330184L24 gene
1416496_at	1.00	8.50e-01	-1.93e-01	-7.0765299	-1.06e-02	Mrfap1	Morf4 family associated protein 1
1440460_at	1.00	8.50e-01	-1.93e-01	-7.0765313	-1.21e-01	4930504O13Rik	RIKEN cDNA 4930504O13 gene
1450947_at	1.00	8.50e-01	1.93e-01	-7.0765532	1.21e-01	2610528J11Rik	RIKEN cDNA 2610528J11 gene
1436254_at	1.00	8.50e-01	-1.93e-01	-7.0765563	-3.21e-02	Ube2f	ubiquitin-conjugating enzyme E2F (putative)
1449527_at	1.00	8.50e-01	-1.93e-01	-7.0765566	-7.02e-02	Pcdhb7	protocadherin beta 7
1426646_at	1.00	8.50e-01	-1.93e-01	-7.0765705	-1.16e-02	Smim7	small integral membrane protein 7
1450101_a_at	1.00	8.50e-01	-1.93e-01	-7.0766026	-3.71e-02	Magi3	membrane associated guanylate kinase, WW and PDZ domain containing 3
1454804_at	1.00	8.50e-01	1.93e-01	-7.0766071	1.56e-02	Nploc4	NPL4 homolog, ubiquitin recognition factor
1453535_at	1.00	8.50e-01	-1.93e-01	-7.076608	-1.72e-01	Olfr78	olfactory receptor 78
1456947_at	1.00	8.50e-01	1.93e-01	-7.0766087	2.51e-02		
1450235_at	1.00	8.50e-01	1.93e-01	-7.0766105	5.58e-02	Fgd3	FYVE, RhoGEF and PH domain containing 3
1459014_at	1.00	8.51e-01	-1.93e-01	-7.0766193	-1.41e-01	Slc1a2	solute carrier family 1 (glial high affinity glutamate transporter), member 2
1435606_at	1.00	8.51e-01	1.93e-01	-7.076633	1.11e-01	Gal3st4///Gpc2	galactose-3-O-sulfotransferase 4///glypican 2 (cerebroglycan)
1443386_at	1.00	8.51e-01	-1.93e-01	-7.0766428	-4.52e-02		
1459044_at	1.00	8.51e-01	-1.93e-01	-7.0766448	-1.97e-01	AU015558	expressed sequence AU015558
1442472_at	1.00	8.51e-01	-1.93e-01	-7.0766559	-1.72e-01		
1425400_a_at	1.00	8.51e-01	-1.93e-01	-7.0766624	-2.54e-02	Cited4	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4
1439371_x_at	1.00	8.51e-01	-1.93e-01	-7.076681	-1.62e-02	Timm44	translocase of inner mitochondrial membrane 44
1433375_at	1.00	8.51e-01	-1.93e-01	-7.0766847	-7.28e-02	D530037P16Rik	RIKEN cDNA D530037P16 gene
1452256_at	1.00	8.51e-01	1.93e-01	-7.076687	1.31e-02	Tefm	transcription elongation factor, mitochondrial
1418610_at	1.00	8.51e-01	-1.92e-01	-7.0766959	-1.76e-01	Slc17a6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6
1431577_at	1.00	8.51e-01	1.92e-01	-7.0767029	6.81e-02	5430437J10Rik	RIKEN cDNA 5430437J10 gene
1457004_at	1.00	8.51e-01	-1.92e-01	-7.0767108	-1.64e-01	Arhgap39	Rho GTPase activating protein 39
1433915_s_at	1.00	8.51e-01	-1.92e-01	-7.0767188	-5.80e-02	Epn2	epsin 2
1417074_at	1.00	8.51e-01	1.92e-01	-7.0767266	1.12e-01	Ceacam10	carcinoembryonic antigen-related cell adhesion molecule 10
1441718_at	1.00	8.51e-01	-1.92e-01	-7.0767332	-2.78e-02		
1459169_at	1.00	8.51e-01	-1.92e-01	-7.0767416	-6.16e-02		
1441266_at	1.00	8.51e-01	1.92e-01	-7.0767473	2.79e-02	Strn3	striatin, calmodulin binding protein 3
1458863_at	1.00	8.51e-01	-1.92e-01	-7.0767477	-5.18e-02	6330415G19Rik	RIKEN cDNA 6330415G19 gene
1460740_at	1.00	8.51e-01	-1.92e-01	-7.0767479	-2.66e-02	Cltb	clathrin, light polypeptide (Lcb)
1443190_at	1.00	8.51e-01	-1.92e-01	-7.0767492	-1.54e-01	Gm14133	predicted gene 14133
1431710_at	1.00	8.51e-01	1.92e-01	-7.0767554	1.18e-01	Cmtm1	CKLF-like MARVEL transmembrane domain containing 1
1417798_at	1.00	8.51e-01	-1.92e-01	-7.0767635	-5.97e-02	Kdf1	keratinocyte differentiation factor 1
1454372_at	1.00	8.51e-01	1.92e-01	-7.0767669	1.30e-01	Cd80	CD80 antigen
1432796_at	1.00	8.51e-01	-1.92e-01	-7.0767731	-5.30e-02		
1447512_at	1.00	8.51e-01	-1.92e-01	-7.0767788	-1.71e-01		
1445213_at	1.00	8.51e-01	-1.92e-01	-7.0767788	-4.76e-02	Cyld	CYLD lysine 63 deubiquitinase
1431238_at	1.00	8.51e-01	1.92e-01	-7.0767966	1.34e-01	Pqlc1	PQ loop repeat containing 1
1429592_at	1.00	8.51e-01	-1.92e-01	-7.0768018	-6.84e-02	Lhfpl3	lipoma HMGIC fusion partner-like 3
1429471_at	1.00	8.51e-01	1.92e-01	-7.0768073	1.20e-01	1110017D15Rik	RIKEN cDNA 1110017D15 gene
1446886_at	1.00	8.51e-01	1.92e-01	-7.0768102	2.74e-02		
1447517_at	1.00	8.51e-01	-1.92e-01	-7.0768103	-1.42e-01	Skiv2l2	superkiller viralicidic activity 2-like 2 (S. cerevisiae)
1418294_at	1.00	8.51e-01	1.92e-01	-7.0768136	8.79e-02	Epb41l4b	erythrocyte membrane protein band 4.1 like 4b
1426076_at	1.00	8.51e-01	1.92e-01	-7.0768277	2.61e-02	Cdc27	cell division cycle 27
1459181_at	1.00	8.51e-01	-1.92e-01	-7.076838	-1.51e-01		
1420087_at	1.00	8.51e-01	-1.92e-01	-7.0768427	-1.96e-01	Fzd3	frizzled class receptor 3
1442083_at	1.00	8.51e-01	-1.92e-01	-7.0768455	-3.59e-02	Rsrc2	arginine/serine-rich coiled-coil 2
1419436_at	1.00	8.51e-01	-1.92e-01	-7.0768486	-2.32e-01	Cfhr1	complement factor H-related 1
1422237_at	1.00	8.51e-01	-1.92e-01	-7.0768597	-1.48e-01	Mc3r	melanocortin 3 receptor
1444955_at	1.00	8.51e-01	-1.92e-01	-7.0768628	-1.58e-01		
1457979_at	1.00	8.51e-01	1.92e-01	-7.0768691	8.35e-02		
1432065_at	1.00	8.51e-01	-1.92e-01	-7.076882	-4.35e-02	3100003L13Rik	RIKEN cDNA 3100003L13 gene
1443318_at	1.00	8.52e-01	-1.92e-01	-7.076888	-1.02e-01	Fsbp///Rad54b	fibrinogen silencer binding protein///RAD54 homolog B (S. cerevisiae)
1441372_at	1.00	8.52e-01	1.92e-01	-7.0768993	2.29e-02	5930405F01Rik	RIKEN cDNA 5930405F01 gene
1445423_at	1.00	8.52e-01	1.91e-01	-7.0769098	1.67e-01		
1433082_at	1.00	8.52e-01	-1.91e-01	-7.0769308	-8.48e-02	4930448K20Rik	glyceraldehyde-3-phosphate dehydrogenase pseudogene
1419969_at	1.00	8.52e-01	-1.91e-01	-7.0769388	-1.71e-01	C77370	expressed sequence C77370
1436513_at	1.00	8.52e-01	-1.91e-01	-7.076941	-4.25e-02	Tanc2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
1446958_at	1.00	8.52e-01	-1.91e-01	-7.0769623	-4.68e-02	D13Ertd150e	DNA segment, Chr 13, ERATO Doi 150, expressed
1415773_at	1.00	8.52e-01	-1.91e-01	-7.0769745	-1.44e-02	Ncl	nucleolin
1428826_at	1.00	8.52e-01	1.91e-01	-7.0769824	3.29e-02	Nr6a1	nuclear receptor subfamily 6, group A, member 1
1455980_a_at	1.00	8.52e-01	-1.91e-01	-7.0769944	-2.46e-02	Gas2l3	growth arrest-specific 2 like 3
1427777_x_at	1.00	8.52e-01	-1.91e-01	-7.0770161	-7.42e-02	Fgfr4	fibroblast growth factor receptor 4
1423367_at	1.00	8.52e-01	-1.91e-01	-7.0770188	-1.25e-01	Wnt7a	wingless-type MMTV integration site family, member 7A
1457196_at	1.00	8.52e-01	-1.91e-01	-7.0770237	-1.65e-01		
1420532_at	1.00	8.52e-01	-1.91e-01	-7.0770583	-3.19e-02	Magi2	membrane associated guanylate kinase, WW and PDZ domain containing 2
1444382_at	1.00	8.52e-01	1.91e-01	-7.0770951	6.52e-02	Nupr1l	nuclear protein transcriptional regulator 1 like
1459330_at	1.00	8.52e-01	1.91e-01	-7.0770957	4.93e-02		
1444981_at	1.00	8.52e-01	1.90e-01	-7.0771146	4.59e-02	Igdcc3	immunoglobulin superfamily, DCC subclass, member 3
1446362_at	1.00	8.52e-01	-1.90e-01	-7.0771173	-1.34e-01		
1447075_at	1.00	8.52e-01	-1.90e-01	-7.0771209	-1.18e-01	Ciita	class II transactivator
1425975_a_at	1.00	8.52e-01	1.90e-01	-7.0771358	2.38e-02	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3
1430863_at	1.00	8.53e-01	1.90e-01	-7.077157	5.10e-02	4933411B09Rik	RIKEN cDNA 4933411B09 gene
1453066_at	1.00	8.53e-01	1.90e-01	-7.0771629	8.90e-02	2510022D24Rik	RIKEN cDNA 2510022D24 gene
1441308_at	1.00	8.53e-01	1.90e-01	-7.0771681	1.34e-01	Mobp	myelin-associated oligodendrocytic basic protein
1444228_s_at	1.00	8.53e-01	1.90e-01	-7.077169	3.80e-02	Herc2	HECT and RLD domain containing E3 ubiquitin protein ligase 2
1422218_at	1.00	8.53e-01	-1.90e-01	-7.077175	-5.27e-02	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7
1435004_at	1.00	8.53e-01	-1.90e-01	-7.0771773	-2.67e-02	Pank4	pantothenate kinase 4
1430283_s_at	1.00	8.53e-01	1.90e-01	-7.0771816	1.36e-01	Ppp1r42	protein phosphatase 1, regulatory subunit 42
1433117_at	1.00	8.53e-01	1.90e-01	-7.0772175	4.45e-02	2300004M11Rik	RIKEN cDNA 2300004M11 gene
1425276_at	1.00	8.53e-01	1.90e-01	-7.0772209	2.50e-02	Fbrs	fibrosin
1452840_at	1.00	8.53e-01	1.90e-01	-7.0772336	1.11e-01	1500009L16Rik	RIKEN cDNA 1500009L16 gene
1427961_s_at	1.00	8.53e-01	1.90e-01	-7.0772357	1.99e-01	Ugt2b34	UDP glucuronosyltransferase 2 family, polypeptide B34
1424160_at	1.00	8.53e-01	1.90e-01	-7.077237	1.48e-02	Alg5	asparagine-linked glycosylation 5 (dolichyl-phosphate beta-glucosyltransferase)
1448089_at	1.00	8.53e-01	1.90e-01	-7.0772487	6.54e-02	D4Ertd58e	DNA segment, Chr 4, ERATO Doi 58, expressed
1422043_at	1.00	8.53e-01	-1.90e-01	-7.0772628	-1.76e-01	Tsc1	tuberous sclerosis 1
1444725_at	1.00	8.53e-01	1.90e-01	-7.0772679	3.13e-02	Mastl	microtubule associated serine/threonine kinase-like
1426039_a_at	1.00	8.53e-01	1.89e-01	-7.0773147	1.30e-01	Alox12e	arachidonate lipoxygenase, epidermal
1426171_x_at	1.00	8.53e-01	-1.89e-01	-7.0773157	-1.84e-01	Klra7	killer cell lectin-like receptor, subfamily A, member 7
1442508_at	1.00	8.53e-01	1.89e-01	-7.0773168	3.51e-02	Proca1	protein interacting with cyclin A1
1437703_at	1.00	8.53e-01	-1.89e-01	-7.0773476	-1.20e-01	Fbxw22	F-box and WD-40 domain protein 22
1429745_at	1.00	8.53e-01	-1.89e-01	-7.0773752	-1.04e-01	DXBay18///Gm14685///Gm5936///Gm5640///Gm5639	DNA segment, Chr X, Baylor 18///predicted gene 14685///predicted gene 5936///predicted gene 5640///predicted pseudogene 5639
1429143_at	1.00	8.53e-01	-1.89e-01	-7.0773778	-1.46e-01	Tekt3	tektin 3
1450534_x_at	1.00	8.53e-01	1.89e-01	-7.0773875	1.54e-01	H2-K1	histocompatibility 2, K1, K region
1445318_at	1.00	8.53e-01	-1.89e-01	-7.0773966	-7.54e-02	Klhl4	kelch-like 4
1426816_at	1.00	8.53e-01	-1.89e-01	-7.0774212	-3.30e-02	Ccdc64	coiled-coil domain containing 64
1442868_at	1.00	8.54e-01	1.89e-01	-7.0774307	9.98e-02	C130026L21Rik	RIKEN cDNA C130026L21 gene
1432621_at	1.00	8.54e-01	-1.89e-01	-7.077443	-2.97e-02	5730410E19Rik	RIKEN cDNA 5730410E19 gene
1424569_at	1.00	8.54e-01	1.89e-01	-7.0774467	1.90e-02	Ddx46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46
1455526_at	1.00	8.54e-01	-1.89e-01	-7.0774518	-1.30e-01	Diras1	DIRAS family, GTP-binding RAS-like 1
1427800_at	1.00	8.54e-01	1.89e-01	-7.0774561	9.22e-02	Krtap19-1	keratin associated protein 19-1
1432128_at	1.00	8.54e-01	-1.89e-01	-7.0774595	-1.79e-01	Mroh2b	maestro heat-like repeat family member 2B
1449640_at	1.00	8.54e-01	-1.89e-01	-7.0774695	-6.97e-02	Tlr7	toll-like receptor 7
1431258_at	1.00	8.54e-01	-1.89e-01	-7.0774711	-3.28e-02	Dido1	death inducer-obliterator 1
1460499_at	1.00	8.54e-01	-1.89e-01	-7.077473	-1.69e-01	9230110I02Rik	RIKEN cDNA 9230110I02 gene
1444612_at	1.00	8.54e-01	-1.89e-01	-7.077478	-3.82e-02	Ppp2r3a	protein phosphatase 2, regulatory subunit B'', alpha
1443860_at	1.00	8.54e-01	-1.89e-01	-7.0774813	-7.72e-02	Ptprd	protein tyrosine phosphatase, receptor type, D
1437723_s_at	1.00	8.54e-01	1.88e-01	-7.0775151	1.55e-02	Derl1	Der1-like domain family, member 1
1419151_at	1.00	8.54e-01	1.88e-01	-7.0775243	1.42e-01	Gm3402///Gm6370///Gm6309///4930449I24Rik	predicted gene 3402///predicted gene 6370///predicted gene 6309///RIKEN cDNA 4930449I24 gene
1435203_at	1.00	8.54e-01	1.88e-01	-7.0775263	1.15e-02	Man2a2	mannosidase 2, alpha 2
1450752_at	1.00	8.54e-01	-1.88e-01	-7.0775347	-4.68e-02	Cyct	cytochrome c, testis
1428022_at	1.00	8.54e-01	1.88e-01	-7.0775366	5.28e-02	Obp2a	odorant binding protein 2A
1438053_at	1.00	8.54e-01	-1.88e-01	-7.0775519	-1.98e-02	Tfg	Trk-fused gene
1453406_a_at	1.00	8.54e-01	-1.88e-01	-7.0775545	-2.49e-02	Rab28	RAB28, member RAS oncogene family
1433340_at	1.00	8.54e-01	1.88e-01	-7.0775565	1.34e-01	4930480K02Rik	RIKEN cDNA 4930480K02 gene
1428619_at	1.00	8.54e-01	-1.88e-01	-7.0775896	-1.31e-02	Cox20	COX20 Cox2 chaperone
1445656_at	1.00	8.54e-01	-1.88e-01	-7.0775916	-1.69e-01		
1455510_at	1.00	8.54e-01	-1.88e-01	-7.0776067	-1.66e-02		
1439521_at	1.00	8.54e-01	1.88e-01	-7.0776173	6.75e-02		
1431451_at	1.00	8.54e-01	1.88e-01	-7.0776242	4.57e-02	Glt6d1	glycosyltransferase 6 domain containing 1
1459802_at	1.00	8.54e-01	-1.88e-01	-7.0776359	-1.41e-01		
1429872_at	1.00	8.54e-01	-1.88e-01	-7.0776506	-1.08e-01	Prss51	protease, serine 51
